# quest_id,title,description,objectives_text,reward_text,reward_xp,reward_gold,reward_item1,reward_item2,prev_quest,min_level,kill_obj1_display,kill_obj1_count,kill_obj2_display,kill_obj2_count,kill_obj3_display,kill_obj3_count,kill_obj4_display,kill_obj4_count,creature_entry,poi_x,poi_y
9690,The Second Trial,"Initiate $N, you have worked hard to master the powers of the Light won by our magisters. You have learned the source of our abilities and of the duties of a Blood Knight.

The time has come for you to undergo the Second Trial, and contest for status as an adept among the Blood Knights. The trial will be administered by Master Kelerun Bloodmourn at a location north of the city. Travel north through the Ruins of Silvermoon and take the east path immediately before the bridge to Sunstrider Isle.",,"When you are ready, I will tell you more about the trial you are to undergo. Make your preparations and speak to me again when you wish to begin.",340,0,0,0,0,20,0,0,0,0,0,0,0,0,17717,10100.0,-6599.0
9691,Return to Silvermoon,"Return to Silvermoon City and report to Knight-Lord Bloodvalor promptly. Your arrival will tell him all he needs to know about the outcome of the trial.

He will tell you of your remaining tasks on the road to becoming an adept. Hold your head high, $N. Many undertake this trial, but very few return to tell of their success.",,"I knew you had the potential to pass the trial, $N. Your remaining duties are mostly ceremonial, but they are no less dangerous than staring down one of our champions with his weapon drawn. Listen closely, and I will tell you what else you must do to claim your new rank.",510,0,0,0,9686,20,0,0,0,0,0,0,0,0,17807,9870.0,-7482.0
9692,The Path of the Adept,"Before a newly-minted adept can be accepted into the ranks of the Blood Knights, $g he:she; must procure the resources to create our order's distinctive weapon, the blood-tempered ranseur.

You must also earn the right to wear our order's insignia. When the order was founded, a set number were forged and distributed, so each new adept inherits $g his:hers; from a veteran. Your insignia will come from a fallen knight who bravely led an assault on Deatholme.

I have prepared a set of notes to guide you.",Return to Knight-Lord Bloodvalor in Eversong Woods.,"Excellent, $N. It's all here. All that remains is to forge the weapon.",1200,0,0,0,9691,20,0,0,0,0,0,0,0,0,17717,9870.0,-7482.0
9693,What Argus Means to Me,"What does Argus mean to you, $N? Many draenei probably do not know or remember our home planet. It is there that we split from the man'ari: the twisted demonic reflections of ourselves that were 'gifted' by Sargeras. Or as they call themselves, eredar.

Eredar... this word once held meaning.

<Admetius smacks his lips as if to taste the word.>

Disgusting.

Let us not waste anymore time. Find Vindicator Boros to begin your training.",,"Ah, $N... I've heard about you. You're the one that made the Kessel Run in under 15 minutes, right? Bah, probably not.

Are you ready to spill some blood in the name of the Light? For Velen? For Argus?

<Boros laughs.>

I'll slow down.",170,0,0,0,0,10,0,0,0,0,0,0,0,0,17658,-1960.0,-11883.0
9694,Blood Watch,"Blood Watch is one of two forward bases operated by the Hand of Argus. You have already been to the other base, Azure Watch; things are completely different in Bloodmyst. When we first got here, the land was as beautiful as Azuremyst. We even called it Silvergale but now sickness is spreading across the land, worse yet, the blood elves that we were battling on the Exodar survived the crash. This brings me to your assignment: Venture northwest into Bladewood and terminate any blood elves that you find.",Return to Vindicator Boros at Blood Watch in Bloodmyst Isle.,"You have returned - and in one piece!

I have some good news, $N. We have received some new information about the possible location of more survivors. A new crash site has been discovered! When I am done attending to those matters, I will call for you.",850,0,0,0,9693,10,17360,10,0,0,0,0,0,0,17684,-1830.0,-11721.0
9695,The Sun King's Command,"This document looks to be important. Unfortunately,it is written in Thalassian,a language that you cannot understand.

Perhaps Vindicator Boros will know what to do with the letter.",,,680,0,0,0,0,14,0,0,0,0,0,0,0,0,0,-1960.0,-11883.0
9696,Translations...,"Our chief interrogator, Elysia, is fluent in Thalassian. Take the document to her and see what she has to say.",,"<Elysia reads from the document.>

If what this document says is true, the blood elves have opened a portal to the Outland! It would certainly explain their seemingly endless numbers...",170,0,0,0,9779,14,0,0,0,0,0,0,0,0,17684,-1886.0,-10919.0
9698,Audience with the Prophet,"I need you to deliver the translated documents to Velen personally, $N. I don't trust that deranged messenger.

Explain to the Prophet that the blood elves are receiving reinforcements from the Outland and that they have a spy amongst the draenei at the Exodar. Velen resides in the Vault of Lights inside the Exodar.

Make haste!",,"<Velen begins to read the document.>

Interesting... This does indeed explain much.",850,0,0,0,9696,14,0,0,0,0,0,0,0,0,17825,-3994.0,-11414.0
9699,Truth or Fiction,"I thank you for the timely delivery, $N. You are turning out to be one of the Hand's better agents.

If only we knew who they reported to in Bloodmyst and more importantly, where this sun portal was... They seem to have it tightly guarded - wherever it may be.

Would you be interested in some reconnaissance work?

If so, take these orders back to Vindicator Boros. He will give you your next mission.",,"It's a good plan, but a dangerous one. I'm sure you'll be fine.",340,0,0,0,9698,14,0,0,0,0,0,0,0,0,17468,-1960.0,-11883.0
9700,I Shoot Magic Into the Darkness,"Velen states that if the blood elves have been opening rifts between this island and the Outland, there will be residue or anomalies left in the areas where the portals have been opened. You must search the island for locations that exhibit or display these anomalies.

Be warned, $N; some of these anomalies will be creatures from the void itself. Should you find void anomalies, slay them! Report back to me with any new information that you may find. Begin your search to the north, near the Warp Piston.",Return to Vindicator Boros at Blood Watch in Bloodmyst Isle.,"How many did you say you saw at the Warp Piston? Just how many times have they opened up this sun portal? This is very bad news...

Alas, you have learned all that I am able to teach you, $N. Kuros will call for you when it is time.",850,0,0,0,9699,14,17081,5,0,0,0,0,0,0,17684,-1282.0,-11850.0
9703,The Cryo-Core,"We have others pursuing leads on the sun portals, $N. I need you to focus on the task at hand.

Boros has received new reports of another crash site. What we've since discovered is that the crash site is actually the Exodar's cryo-core. This is a pod holding area that houses pods exactly like the ones we draenei crawled out of in Ammen Vale.

This area also holds medical supplies. Head to the Cryo-Core, directly west of Blood Watch. Search for supplies and search for survivors.",Return to Vindicator Kuros at Blood Watch in Bloodmyst Isle.,"Just blood elves? No survivors? This is troubling. I'll need some time to think this through, $N. Perhaps Aesom or Boros have an assignment for you to complete.",850,0,0,0,9700,15,0,0,0,0,0,0,0,0,17843,-2116.0,-11416.0
9704,Slain by the Wretched,"It's hard work being an outrunner between Sunstrider Isle and Falconwing Square. Tight deadlines, long hours and worst of all... the Wretched!

The road south goes through the ruins of Silvermoon... the place is crawling with Wretched ready to kill you for a few mana crystals. Unfortunately, I think that's what happened to the last outrunner we sent with one of Erona's packages.

I see you're eager to prove yourself. Venture into Dawning Lane and see if you can find any traces of our outrunner.",,The outrunner's belongings have all been stolen with the exception of one package. It seems to match Alarion's description of Erona's package.,340,0,0,0,8347,4,0,0,0,0,0,0,0,0,15301,9871.0,-6557.0
9705,Package Recovery,You take the package and confirm that indeed it comes from Magistrix Erona. Alarion would probably want you to bring it to her.,,"By the Sunwell! That's the third outrunner we've lost this month.

I appreciate your courage in venturing into Dawning Street. The guards need to keep a closer eye on these blasted Wretched.",510,50,0,0,9704,4,0,0,0,0,0,0,0,0,17849,9984.0,-6478.0
9706,Galaen's Journal - The Fate of Vindicator Saruan,Your hands tremble as you pick up the book. Kuros must be told about this tragedy. Return the book to him.,,"<Kuros' face turns pale as he reads the journal; tears stream down his face.>

Saruan was my master... my teacher... my mentor... I took his place among the Triumvirate only recently - after we had given up searching for him.

<Kuros' face contorts in anger.>

Matis...",680,0,0,0,9578,15,0,0,0,0,0,0,0,0,0,-1959.0,-11890.0
9707,Forging the Weapon,"Once again, you have proven yourself worthy before the order and your peers. It is with great pleasure that I bestow upon you the rank of adept, $N. Prince Kael'thas himself would be proud of you.

Any of us would be honored to fight by your side on the field of battle. Continue to serve as an example for those who aspire to join us. Show neither mercy nor weakness, defend your people and your brothers tirelessly, and hone your mastery of the Light.

Now, claim the weapon befitting your new rank.",,It looks like you've got everything I'll need. Let's get started!,510,0,0,0,9692,20,0,0,0,0,0,0,0,0,17717,9842.0,-7362.0
9710,The Blood-Tempered Ranseur,"I've got everything prepared, $N. Very soon you will have a weapon befitting your new status.",,"Here it is, $N. Use it well in the service of Silvermoon and your order.",0,0,25464,0,9707,20,0,0,0,0,0,0,0,0,16669,9842.0,-7362.0
9711,Matis the Cruel,"Matis will be brought to justice, $N; and I want you to be the one to find him and bring him back to the Triumvirate.

Scour the island for this killer. Should you find him, use this flare gun. When my trackers see the flare, they'll come and assist in capturing Matis. Return to me after he's been captured.",Return to Vindicator Kuros at Blood Watch in Bloodmyst Isle.,"The Triumvirate has decided to try Matis immediately. You have brought an arch-criminal to justice on this day, young $r.

You have performed admirably for two of three; only Aesom remains.",850,0,0,0,9706,15,0,0,0,0,0,0,0,0,17843,-1959.0,-11890.0
9713,Glowcap Harvesting Enabling Flag,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
9740,The Sun Gate,"Thanks to you and the work you did, my scouts were able to find the sun gate. The elves keep the portal location mobile so that they can move it at a moment's notice. That's why the site you investigated was empty.

The strength of such a system is also its greatest weakness. The sun gate is stabilized by portal controllers. If we can take down the controllers, the portal will be ours to destroy. The current sun gate location can be found west of here, south of the Vector Coil. Find it and destroy it!",Return to Vindicator Aesom at Blood Watch in Bloodmyst Isle.,Smashing! We've cut off their supply line. Now all that we need to do is finish them off!,850,0,0,0,9746,16,0,0,0,0,0,0,0,0,17844,-2143.0,-10692.0
9741,Critters of the Void,"Aesom sent my squad out on a reconnaissance mission to search for the sun gate a few days ago. Needless to say, we found it...

<Loryi points at Jorli.>

Whatever those fool elves are transporting through that portal is causing void energy to be released. The area is teaming with void critters.

We must destroy them before they have a chance to grow into void anomalies. You'll find the source of the creatures southwest of here, near the sun gate. Kill them and report back to Aesom when you're done.",Return to Vindicator Aesom at Blood Watch in Bloodmyst Isle.,"It's a real mess up there, eh? You've done well, $N. I'll send some anchorites out to help Loryi and Jorli.",680,0,0,0,0,16,17298,12,0,0,0,0,0,0,17926,-2073.0,-10784.0
9746,Limits of Physical Exhaustion,"Victory is close at hand, $N. With the discovery of the sun gate, it won't be long until their supply lines are completely closed off. Now is the time to strike at their numbers.

To the west you will find numerous Sunhawk camps. The Sunhawk pyromancers and defenders occupy the vast majority of the area. Find them, kill them and return to me.",Return to Vindicator Aesom at Blood Watch in Bloodmyst Isle.,This will surely soften up their defenses and make them think twice before rushing foolishly into our ranks!,850,0,0,0,9748,16,17367,10,17364,10,0,0,0,0,17844,-1886.0,-10919.0
9748,Don't Drink the Water,"Our shaman claim that the elements of water have become greatly agitated by the pollution of the water source. We know that the Exodar's power core is lodged into the mountain to the west. It must be leaking volatile fluids into the water supply! I need you to get me more information.

<Aesom points to a flask and nods.>

You are to take this flask and follow the beach north until you reach the area where the rivers of Bloodmyst drain into the ocean. Take a sample from that location and return to me.",Return to Vindicator Aesom at Blood Watch in Bloodmyst Isle.,"As I suspected, the water has turned red due to contamination from leaking core fluid.

I hope you didn't swim in any of that contaminated water.",850,0,0,0,9703,16,0,0,0,0,0,0,0,0,17844,-1963.0,-11887.0
9749,They're Alive! Maybe...,"It was a bloody mess, $N. We were ambushed by a large pack of these spiders. Their progenitor descended upon us with incredible speed and wrapped us up in cocoons.

After we were webbed, she began to lay eggs near us. We were to be food for her young! FOOD!

I managed to cut my way out and escape but I will not leave the others behind. So far I've been unsuccessful in nearing the pass. Would you lend a hand?

Destroy those cocoons! Hopefully some of our team is still alive!",Return to Researcher Cornelius at Amberweb Pass in Bloodmyst Isle.,,850,0,0,0,0,16,17176,5,0,0,0,0,0,0,0,-1506.0,-10887.0
9750,UNUSED Urgent Delivery,,,,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,-2095.0,-11843.0
9751,The Bloodcurse Legacy,"Last night, Edward Hanes, captain of the ship 'Lost Hope', appeared before me in my tent. The same Edward Hanes that died of scurvy 20 years ago.

This apparition told me a tale that made my heart tremble. A tale that I need you to hear and a mission that I need you to accomplish. Will you do it? Will you seek out Edward on Wyrmscar Island, northeast of Blood Watch?",,"Have you heard of the bloodcurse, landlubber? No, of course you haven't. The bloodcurse is what sunk all these ships. The spoiled, desecrated part of the water here is known as Bloodcursed Reef - a part of the world you never want to visit. I've been here myself for 20 years.

Scurvy my foot! I died on these wild shores as food for the dragons... Ah, but that's another story for another time. Right now, we have to help the poor souls that are trapped in that reef.",340,0,0,0,0,15,0,0,0,0,0,0,0,0,17240,-1251.0,-12657.0
9753,What We Know...,"We've learned much of our enemies in recent days. The blood elves are led by a being known as Sironas and plot to destroy us. Ultimately, they seek to enslave O'ros and regain control of the Exodar.

Light be praised, we have stopped their supply line by destroying the sun gate. Unfortunately, they continue to use the contaminant of the Vector Coil to poison the land, using the mutagenic properties of the fallout to their advantage.

With this knowledge, Admetius has devised a plan. Seek him out.",,"I am in need of your services, $N. I have a plan to topple the entire Sunhawk army, but before we can progress, we need to gather some vital information.

We need to identify the weaknesses in their primary defense. Unfortunately, we have been unable to get close enough to the Vector Coil to gauge their defenses. If we could get the prisoner to talk, we could get the information that we needed to break through the line and destroy the Vector Coil.

You heard me, I want to blow the damned thing up.",170,0,0,0,9740,18,0,0,0,0,0,0,0,0,17844,-1916.0,-11794.0
9756,What We Don't Know...,"Our attempts at interrogation have failed miserably, $N. Torture is - of course - out of the question. What we need is a draenei on the inside.

I can cast a spell upon you that would make you appear blood elf and adjust your language. Through subterfuge, we may be able to get the information we need out of the captured agent.

Under this guise, I want you to get whatever information you can out of the prisoner.

And $N, do not leave Blood Watch while disguised as the spell will fail.",Return to Exarch Admetius in Bloodmyst Isle.,"A-ha! Well done, $N. Well done, indeed. Are you ready to eradicate the blood elf menace from our island forever?",680,0,0,0,9753,18,13069,1,0,0,0,0,0,0,17658,-1934.0,-11848.0
9757,Seek Huntress Kella Nightbow,"Huntress Kella Nightbow seeks the audience of all eligible hunters. She is the one to teach you the skill of taming wild beasts, a lesson you should learn above all else at this point in your training.

Kella can be found near Valaar's Berth, the docks west of the Exodar.",,Let's begin our lesson at once!,170,0,0,0,0,10,0,0,0,0,0,0,0,0,895,-4269.0,-11485.0
9758,Return to Arcanist Vandril,"Now my friend, if you would be so kind as to return to Arcanist Vandril, I know that he is very anxious to send you out on your first mission here in the Ghostlands.

We're counting on you, $N. Don't let us down.",,"Oh good, there you are! And just in time... there is much to be done!",170,0,0,0,0,9,0,0,0,0,0,0,0,0,16252,7644.0,-6803.0
9759,Ending Their World,"Don't accept this assignment if you value your life. You see that gigantic power core jutting out of the mountain side over yonder? Whoever takes on this burden will need to fight their way through that mountain, battling an army of Sunhawks while protecting me as I rig the core up for demolition. Sironas the eredar is somewhere up there as well.

I won't think less of you if you just walk away, $N.

But maybe you're the one - the one to destroy the Vector Coil and take down Sironas. Well, are you?",Return to Exarch Admetius in Bloodmyst Isle.,"You have saved the whole of Bloodmyst and Azuremyst, securing the $R way of life on Azeroth, $N! For this, there can be no amount of thanks, no reward, nothing large enough in scope to truly express our appreciation.

Yet, there are still so many that were left behind on Draenor who cannot be here for this historic event. You must find your way back. Find your way back to the Outland, Hero of Argus. Bring our people home. Home to the land that you saved. Home to Azeroth...",1200,3500,0,0,9756,18,0,0,0,0,0,0,0,0,17982,-1916.0,-11794.0
9760,Vindicator's Rest,"I would not ask you to single-handedly bear the burden of destroying the Vector Coil and slaying Sironas, $N; however, I believe that you can be of some help in clearing the way for others that might take on such a dangerous assignment.

Take the road going north out of Blood Watch and follow it until you get to the fork. Once there, take the left road and follow it until you see Vindicator's Rest - it will be slightly west of the road itself. Corin will be waiting for you.",,Perhaps you will be the one to deliver our people into a new age of prosperity and peace.,340,0,0,0,9756,18,0,0,0,0,0,0,0,0,17658,-1777.0,-11078.0
9761,Clearing the Way,"Only the most battle hardened, noble and positively fearless of draenei will submit to Legoso's mission. The exarch will not order any agent of the Hand to take on the task of destroying the Vector Coil and dispatching Sironas. He refuses to send any draenei to their death - which is what the mission is: suicide...

<Corin sighs.>

My job is to soften up the Sunhawk defenses. You are to slay Sunhawks near the Vector Coil and keep the path clear for our champion - whoever that may be.",Return to Vindicator Corin at Vindicator's Rest in Bloodmyst Isle.,Hopefully a hero arrives before they are able to call forth reinforcements to guard the area you just secured.,1020,0,0,0,9760,18,17348,8,17352,8,0,0,0,0,17986,-1962.0,-10798.0
9762,The Unwritten Prophecy,,,"These islands will serve as the home to thousands. Most of these people will remain here their entire lives. If you so desired, you could do the same. But that's not what you want, is it, $N?

<Velen nods.>

You will do many more great things before you pass. You must embrace your destiny and meet it head on!

Before you leave, I present you with two gifts: This tabard is worn by only the most revered of the Hand of Argus and this signet ring worn by our wisest sages. Wear them both with pride, $N.",0,0,24344,0,9759,18,0,0,0,0,0,0,0,0,17468,-3994.0,-11414.0
9779,Intercepting the Message,"It is good to see you again, $N. I have a quandary that you might be able to solve.

Our agents situated behind Sunhawk lines have reported seeing Sunhawk soldiers parsing an unusual document.

Unfortunately, we have been unsuccessful in acquiring a copy of the document for ourselves. I need you to go out in the field and try to recover the document. I am certain that if you apply enough pressure, a Sunhawk agent will turn over the information we seek. I leave the use of force to your discretion.",Return to Vindicator Boros at Blood Watch in Bloodmyst Isle.,"<Vindicator Boros eyes the document.>

This is in Thalassian. Fortunately, I know just the person that can translate it...",850,0,0,0,9694,14,0,0,0,0,0,0,0,0,17684,-1886.0,-10919.0
9798,Blood Elf Plans,These plans seem important. You should take them to Vindicator Aldar at the crash site.,,"Here, let me read those plans.

The blood elves have followed us here? They are evil to the core and should be wiped from existence!

<The vindicator takes a moment to regain his composure.>

I apologize, that was uncalled for. We are indebted to you for uncovering this information, $N.",850,100,0,0,0,2,0,0,0,0,0,0,0,0,0,-4195.0,-13736.0
9799,Botanical Legwork,"The Ammen Fields to the west are the primary breeding ground of the local lasher population. With the corruption of the water table from the nearby lake, Botanist Taerix is worried that the lashers will not be able to repopulate themselves once we've cleansed the lake.

Go to the Ammen Fields and pick some of the corrupted flowers for me so that I might take a look at them and see what can be done. You should be able to identify them by their uncharacteristic red petals.",Return to Apprentice Vishael at the Crash Site in Ammen Vale.,"These look like fine specimens. Thank you for performing the field work. Once I can find the time to analyze these, I should be able to tell what it will take to restore the fields.",850,50,0,0,10302,1,0,0,0,0,0,0,0,0,20233,-4171.0,-13549.0
9811,Friend of the Sin'dorei,"This is the beginning of a new chapter in blood elf history, $N. You've helped cement the bond between my race and yours, $r.

Take the traitor's head to Regent Lord Lor'themar Theron in Silvermoon City. He'll be eager to hear the news.",,"So you killed Dar'Khan, $R? Impressive. I've a feeling my people and yours will soon get to be very good friends.",510,0,0,0,9167,15,0,0,0,0,0,0,0,0,16239,9990.0,-7053.0
9812,Envoy to the Horde,"There were doubts about our capabilities among our potential new allies. Of what use could we be to them when perceived as unable to deal with our problems at home?

This changes everything. No longer will our power be questioned. We'll be able to join the Horde as equals.

Take this letter to Sylvanas, ruler of the Forsaken. She's already on our side but the news of Dar'Khan's death will be music to her ears. Prepare for a long trip, $N. If all goes well she will send you to Orgrimmar.",,"It is done then. The foul traitor got what he deserved.

You've been of great service to the blood elves and to the Horde. Dar'khan was Thrall's excuse to deny them entry into our alliance. You've cleared the way for a new Horde, $c.

I also see that Lor'themar has additional news that will greatly improve his relations with Thrall. Excellent!",510,0,0,0,9811,15,0,0,0,0,0,0,0,0,16802,1290.0,316.0
9813,Meeting the Warchief,"I haven't lost any love for my homeland or its people, as you know. I've fought tooth and nail for Silvermoon to be allowed a place beside Undercity and Orgrimmar at the negotiating table.

This should silence any opposition. Take this letter to Thrall in Orgrimmar. As leader of the Horde he will have the final say on accepting the sin'dorei's pledge.

I've added my own seal to the letter as a personal endorsement. Go northwest of the city and board the zeppelin bound for Durotar at the tower.",,"<Thrall begins to read the letter.>

So the blood elves finally took care of their little problem. It is no surprise that it took your help as well as that of an entire Forsaken regiment to get the job done.

<The Warchief breaks into laughter.>

I suppose there's no stopping this. In the end we need them just as much as they need us.",850,0,0,0,9812,15,0,0,0,0,0,0,0,0,10181,1927.0,-4161.0
9877,A Restorative Draught,"The battle against the Scourge is not one without casualties. Many are slain every day yet many more meet a worse fate.

It is not uncommon for the Scourge to take prisoners. Death would be preferable to what awaits them in Deatholme. They're interrogated and tortured while under the effects of horrible will-breaking poisons.

Apothecary Renzithen in Tranquillien has developed a remedy; go to him and retrieve this restorative draught.",,"Janeda's sending you to rescue the Deatholme prisoners? She must think very highly of you, $N.",340,0,0,0,9220,17,0,0,0,0,0,0,0,0,16240,7500.0,-6856.0
10063,"Explorers' League, Is That Something for Gnomes?","Babysitting! Would you believe it?

They pulled me out of a promising dig and sent me along with Captain Odesyus' expedition to babysit that little gnome!

I'd never heard o' a gnome wanting to become a prospector before, so I asked.

Seems we are takin' gnomes now, and this particular one has a fascination with murlocs!

Well, he's gone off and set up shop in an old turtle shell on the northern shore of the island. Go and have a look if you don't believe me!",,"I thought so! That grumpy old dwarf was supposed to help me carry my equipment and gather data, but all he does is sit in that strange draenei town, drinking himself into a stupor.",340,0,0,0,0,13,0,0,0,0,0,0,0,0,18804,-1220.0,-11450.0
10064,Talk to the Hand,"The Hand of Argus has established a forward base at Vindicator's Rest, but they are sorely outnumbered by both the blood elves and mutated wildlife. Without backup, their outpost is in danger of falling, and we'd have no way to keep an eye on events near the Vector Coil.

Report to Scout Jorli at Vindicator's Rest to the northwest and offer her your assistance, $N.",,I was hoping Blood Watch would send reinforcements once they learned what we're up against.,170,0,0,0,0,16,0,0,0,0,0,0,0,0,17423,-1757.0,-11062.0
10065,Cutting a Path,"During our mission to reconnoiter the Sunhawks and their portal, I sustained a serious wound. Scout Loryi has managed to staunch the bleeding and she's trying to figure out a way to evacuate me to Blood Watch.

The problem is that we'd have to abandon our position here in order to guarantee a safe return.

As soon as we leave this consecrated ground, we'll be set upon by ravagers. If you can clear some of the enraged ravagers, it might allow us to make the trip back safely.",Return to Scout Jorli at Vindicator's Rest in Bloodmyst Isle.,"It looks a bit better out there, but I still wonder if I wouldn't be better off waiting for a medic here.",850,0,0,0,0,16,17062,10,0,0,0,0,0,0,17927,-1984.0,-11183.0
10066,"Oh, the Tangled Webs They Weave","We don't dare abandon our post, or wander too far from Vindicator's Rest, $r. The mutated creatures closest to the Vector Coil have been changed profoundly by energy leaking from the crystals.

The mutated tanglers appear to have gained a certain degree of sentience. They've learned to create, set, and conceal vicious traps that can ensnare even the most careful warrior.

We'll never be able to move against the Sunhawks if we're constantly forced to look underfoot. Attack the problem at its source, $N.",Return to Vindicator Corin in Bloodmyst Isle.,"Well done, $N. It's going to be much easier to get reinforcements from Blood Watch, or launch strikes against the Sunhawks without having to worry about what the tanglers are up to.",1020,1000,0,0,0,16,17714,8,0,0,0,0,0,0,17986,-2048.0,-11183.0
10067,Fouled Water Spirits,"Most of the creatures touched by the crystals' energy have been corrupted in the same ways: strange marks on their flesh, increased aggression, and small crystal shards in their bodies. However, the fouled water spirits north of here appear to be turning entirely to crystal.

I've never seen anything react to the crystals this way before, when we explored the foul pool, they were particularly dangerous. We must get rid of them before the Sunhawks can exploit them as a new source of energy.",Return to Vindicator Corin in Bloodmyst Isle.,"Well done, $N. It's important not to overlook any opportunity to deny the Sunhawks sustenance.",850,1100,0,0,0,16,17045,6,0,0,0,0,0,0,17986,-1544.0,-11172.0
10068,Well Watcher Solanian,"And now, I need for you to do something.

Well Watcher Solanian is in need of your services. You would do well to ingratiate yourself with him.

He awaits you on the exterior platform that the ramp in this chamber leads up to.",,"Ah good, a $c. I've been expecting you.
There are a few tasks that I have which you are particularly suited to.",170,0,0,0,8328,2,0,0,0,0,0,0,0,0,15279,10406.0,-6396.0
10069,Well Watcher Solanian,"And now, I need for you to do something.

Well Watcher Solanian is in need of your services. You would do well to ingratiate yourself with him.

He awaits you on the exterior platform that the ramp in this chamber leads up to.",,"Ah good, a $c. I've been expecting you.

There are a few tasks that I have to which you are particularly suited to.",170,0,0,0,9676,2,0,0,0,0,0,0,0,0,15280,10406.0,-6396.0
10070,Well Watcher Solanian,"And now, I need for you to do something.

Well Watcher Solanian is in need of your services. You would do well to ingratiate yourself with him.

He awaits you on the exterior platform that the ramp in this chamber leads up to.",,"Ah good, a $c. I've been expecting you.

There are a few tasks that I have to which you are particularly suited to.",170,0,0,0,9393,2,0,0,0,0,0,0,0,0,15513,10406.0,-6396.0
10071,Well Watcher Solanian,"And now, I need for you to do something.

Well Watcher Solanian is in need of your services. You would do well to ingratiate yourself with him.

He awaits you on the exterior platform that the ramp in this chamber leads up to.",,"Ah good, a $c. I've been expecting you.

There are a few tasks that I have to which you are particularly suited to.",170,0,0,0,9392,2,0,0,0,0,0,0,0,0,15285,10406.0,-6396.0
10072,Well Watcher Solanian,"And now, I need for you to do something.

Well Watcher Solanian is in need of your services. You would do well to ingratiate yourself with him.

He awaits you on the exterior platform that the ramp in this chamber leads up to.",,"Ah good, a $c. I've been expecting you.

There are a few tasks that I have to which you are particularly suited to.",170,0,0,0,8564,2,0,0,0,0,0,0,0,0,15284,10406.0,-6396.0
10073,Well Watcher Solanian,"And now, I need for you to do something.

Well Watcher Solanian is in need of your services. You would do well to ingratiate yourself with him.

He awaits you on the exterior platform that the ramp in this chamber leads up to.",,"Well done, $N. You are quickly becoming one of my best students and I look forward to continuing your training in the future.",170,0,0,0,8563,2,0,0,0,0,0,0,0,0,15283,10406.0,-6396.0
10139,Dispatching the Commander,"From what I can tell, Drillmaster Zurok served as the right hand of the fel orc leader in Hellfire Peninsula, Force-Commander Gorax.

This Gorax isn't your typical fel orc brute, though. I almost admire the way he managed to keep us on the defensive for so long.

Zurok's orders indicate that Gorax's command center is located at the end of the Path of Glory, near where the citadel's walls meet the Northern Rampart. There's no telling what to expect, $N, but it would be wise to travel with allies.",Return to Lieutenant Amadi at Honor Hold in Hellfire Peninsula.,,1020,54000,0,0,10138,0,18686,1,0,0,0,0,0,0,0,-222.0,3099.0
10157,Dispatching the Commander,"From what I can tell, Drillmaster Zurok served as the right hand of the fel orc leader in Hellfire Peninsula, Force-Commander Gorax.

This Gorax isn't your typical fel orc brute, though. I almost admire the way he managed to keep us on the defensive for so long.

Zurok's orders indicate that Gorax's command center is located at the end of the Path of Glory, near where the citadel's walls meet the Northern Rampart. There's no telling what to expect, $N, but it would be wise to travel with allies.",Return to Shadow Hunter Ty'jin at Thrallmar in Hellfire Peninsula.,,1020,54000,0,0,0,0,18686,1,0,0,0,0,0,0,0,-222.0,3099.0
10166,Whitebark's Memory,"This pendant brings back memories of a different time. A better time.

Unfortunately, memories are the last thing I need right now.

I want you to bury this by the runestone in the Scorched Grove. It was there that I first met the treant elder. Put my old friend's memory to rest.",,"I no longer belong to this world and must admit defeat. The land has forever changed and nothing will ever be the same.Leave the pendant here with me, maybe one day, long after the elves are gone, a new tree will grow on this very spot - amongst a burnt forest and the husks of dead treants.",850,0,0,0,8474,7,0,0,0,0,0,0,0,0,15398,8206.0,-6349.0
10181,Collector's Edition: -pn - E - FLAG,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
10302,Volatile Mutations,"The irradiated power cores from the Exodar have been wreaking havoc on the environment here. The most obvious effect has been the appearance of the strange creatures that seem to have sprung up near them.

There may be something we can do to help them, but now, their sheer numbers are becoming too much for us to handle.

I'd like you to go out and cull their numbers somewhat, and perhaps I'll have another idea after giving it some thought.",Return to Botanist Taerix at the Crash Site in Ammen Vale.,"You're finished? That's good news. Hopefully, we can find a way to avoid the killing of these mutated beasts in the future.

I believe I have formed a plan that might give us an alternative solution to this problem, but I will need your help.",850,35,0,0,0,1,19454,8,0,0,0,0,0,0,16514,-3922.0,-13816.0
10303,The Blood Elves,"You must eliminate... the blood elf... threat. Find out... what they're... up to!

They're on the... ridge behind me.",Return to Tolaan at the Shadow Ridge in Ammen Vale.,These blood elves mean to kill us all. How are we to divert them from this course?,850,0,0,0,9309,1,16247,10,0,0,0,0,0,0,16546,-4498.0,-13428.0
10304,Vindicator Aldar,"With your help, we were able to find a solution to our problems faster than I could have hoped.

I don't have any other work for you to do. My apprentices and I can handle the rest.

You should go speak with Vindicator Aldar on the other side of the ship.",,"$N, is it? I've heard good things about you and the work you've been doing in the short time since you came to.

We'll definitely need your help getting things back to normal. Zhanaa, over there, could also use your help, I'm sure.",510,0,0,0,9294,1,0,0,0,0,0,0,0,0,16514,-4195.0,-13736.0
